data,IT
"Junior/Middle Ruby/Elixir программист
в PushSMS — это сервис для СМС рассылки.
Удаленная работа.
80К — 100К.
Описание вакансии.
Откликаться на GeekJob.ru",1
"#вакансия #python #fulltime #Москва #удаленка #офис #django #fastapi
🔸Компания: idaproject
📍Локация: Москва - (офис/удаленка для кандидатов из других городов)
🔸График: 5/2 полная занятость
🔸З/п: от 70 000 – 120 000 на руки  
🔸Контакты : https://t.me/alyonaidajob
🔸Предстоящие задачи:
•Участие в написании ТЗ
•Разработка и проектирование проекта от идеи до воплощения
•Разработка распределенных систем
Наш стек:
•python3
•Flask/Django/FastAPI
•PostgreSQL
•SQLAlchemy Core
•git
•docker
🔸У нас:
•Возможность роста вместе с компанией
•Кальянная зона с кальяном Darkside
•Современная техника для работы и тестирования
•Реально 5 минут от метро до офиса
•Удобный и красивый офис
•Playstation 5",1
"Компании ""Инфосистемы Джет"" требуется Разработчик C#
💥 

Обязанности:
• Разработка с нуля и поддержка существующих клиент-серверных приложений на платформе ASP.NET;
• Прием и исполнение задач от сотрудников компании на разработку новых и доработку существующих веб-приложений;

Требования:
• Высшее техническое образование;
• Опыт командной разработки от 2х лет;
• Уверенные знания стека технологий Microsoft.NET (C#, ASP.NET, .Net (Frame Work), Silverlight, WCF, MSSQL );
• Хорошее знание Shairpoint, Entity Framework (Желательно)
• Инициативность, оперативное реагирование на обнаруженные проблемы;

Мы предлагаем:
• Работу в крупной ИТ компании;
• Интересные задачи;
• Возможность расти и развиваться ;

Условия:
• Работа в профессиональном и дружном коллективе;
• Оформление по ТК РФ;
• Заработная плата обсуждается индивидуально с успешным кандидатом;
• 100 % оплата больничного листа и отпуска;
• Медицинское обслуживание, скидки на фитнес - центр и т.п.;
• График работы 5/2
• Метро Савеловская

#вакансия  #C#
http://bit.ly/2hZaRMK",1
"Digital Director
в еАптека — интернет аптека.
Москва.
Описание вакансии https://is.gd/5Gl809
#digital #ecommerce #director #marketing #вакансия #москва",0
"Senior Ruby on Rails Developer
в Hoodies — небольшая распределенная команда веб-разработчиков, которая работает с зарубежными стартапами и диджитал агентствами.
150К-200К, удалённая работа.
Описание вакансии https://is.gd/SgY6mM
#senior #ruby #rubyonrails #ror #developer #вакансия #remotework",1
"Менеджер продукта
в WorkFace — b2b площадка, маркетплейс для бизнеса.
Удаленная работа.
Описание вакансии.
Откликаться на GeekJob.ru",1
"Всем привет!
Нахожусь в поиске сильного DBA (Mongodb).
Крупный, социально значимый проект.
#DBA #Mongodb 
Стек:
Mongodb; Дополнительным преимуществом будет знание etcd, kafka, zookeeper, tarantool, Postgre, scylla.


Требования:
- Опыт оптимизации производительности БД, troubleshooting;
- Опыт мониторинга, резервного копирования;
- Настройка средств обеспечения отказоустойчивости, высокой доступности и репликации;
- Знание и опыт написания запросов;
- Опыт автоматизации с помощью скриптов и систем автоматизации.

Условия:
- от 220-250 000 руб. gross
- График 5/2 с возможностью гибкого начала рабочего дня;
- Оформление по ТК РФ. Бессрочный трудовой договор;
- Офис в центре Москвы, в шаговой доступности от м. Киевская;
- Значимая роль в команде экспертов, открывающая широкие возможности для развития;
- Программа обучения сотрудников.

По всем вопросам: @FrizomGO",1
"#вакансия #СПб #fulltime #blockchain #product_manager
Привет! Мы - команда Центра технологий распределенных реестров СПбГУ. Наш центр создан в рамках программы Национальная технологическая инициатива. Мы разрабатываем и внедряем решения на основе блокчейн-технологий для сфер государственного и корпоративного управления. Мы ищем product-менеджера для выпуска расширенной версии нашего флагманского продукта (система электронного голосования КриптоВече) и разработки новых программных продуктов.

Что нам нужно:
✅ опыт работы product manager от 1 года с применением Agile / Scrum (кандидаты из сферы fintech / gamedev / digital в приоритете!);
✅ интерес к сфере blockchain;
✅ готовность работать в условиях стартапа.

Чем предстоит заниматься:
👉🏻Формировать концепции, планы развития, бизнес-модели и финансовые модели продуктов;
👉🏻Управлять жизненным циклом продукта;
👉🏻Взаимодействовать с командами разработчиков, маркетологов и продавцов;
👉🏻Взаимодействовать с действующими и потенциальными заказчиками (custdev, фокус-группы, маркетинговые исследования, мониторинг рынка и т.п.).

Мы предлагаем:
📌 стать обладателем удостоверения сотрудника СПбГУ (оформляем по ТК);
📌 работу с пн по пт (10.00-19.00) с плавающим перерывом на обед;
📌 ежемесячно от 80 до 150 т.р. на твоей зарплатной карте (уровень дохода обсуждается индивидуально);
📌 open space офис с впечатляющими интерьерами в исторической части города;
📌 возможность ежедневно состязаться с сильнейшими шахматистами СПбГУ;
📌 компенсации, льготы и дополнительные возможности для сотрудников СПбГУ и членов профсоюза (ДМС, мобильная связь, спортивные секции, творческие коллективы, льготные цены на экскурсии и билеты в Мариинский театр и др.).

Интересно? Присылай резюме @barsovkv . Мы предложим тебе выполнить тестовое задание.",1
"Креативный продюсер по документальному кино в МТС-Медиа (Москва)

МТС-Медиа — важная часть Компании МТС, которая имеет все основные каналы доставки контента клиентам под своим брендом. В новую и молодую структуру приглашают Креативного продюсера. Он займется разработкой концепции по документальному кино для сервиса. 

Подробнее по ссылке

#телеком #top #москва #мтс",0
"Head of Treasury в СберМаркет

teletype.in/@dreamjob/F-pp1kbodXD",0
"Всем привет! 
Ищу it-ресерчера / рекрутера, который умеет работать с разными бюджетами (будем искать и devOps и СIO) 
На старте работа проектная, после завершения проекта есть возможность стать частью команды inhouse 🧡

✈Полная удаленка 
🧐 ЗП от 100 к

Что от меня: 
много свободы, нежно люблю альтернативные каналы размещений (вы тоже должны их любить 😅), готова общаться много и каждый день + менторство от текущей команды HR

 Пишите в личку @HR_LM, буду рада познакомиться 🤗",1
"#kiev #vacancy #conversation #rate #optimization

Продуктовая компания в поиске специалиста по оптимизации коэффициента конверсии.

Какие скиллы нужны:
- Опыт работы менеджером веб сайтов более 1 год;
- Высокая скорость расчетов подписки и коэффициент конверсии веб-сайта;
- Опыт успешного проведения A/B тестирования;
- Умение оперировать цифрами в Google Analytics.
- Upper-Intermediate English.

Мы предлагаем:
- Конкурентную зп;
- Работу на технике Apple;
- Хороший соц.пакет.

Готова обсудить в личке:)",1
"Java Team Lead
в X5 Retail Group — ведущая компания розничной торговли, объединяющая три сети — «Пятерочка», «Перекресток» и «Карусель».
Москва.
Описание вакансии http://bit.ly/2Ko1Tp9
#jvmjobs #jvm #java #teamlead #вакансия #москва

Больше вакансий для Java/Scala разработчиков:
Telegram @alljvmjobs
LinkedIn http://bit.ly/2KwdId5",1
"#PHP7 #Symfony4  #msk
Homeapp-технологичное агентство по недвижимости - гибрид IT агентства и агентства по недвижимости со своей digital рекламной платформой.

Обязанности:
-управление командой backend-разработки
-разработка и поддержка API сайта и приложения
-разработка компонента систем анализы рынка и обращений клиентов
-постановка ТЗ и контроль реализации задач

Требования:
-отличное знание PHP
-хорошее знание Symfony
-написание и оптимизация сложных запросов в MySQL/PostgreSQL
-опыт разработки сложносоставных систем в команде
-опыт работы от 3-х лет

• Москва
• 200/250

Контакты:
Тg: @g_xandra
aleksandra.gavrilchenko@homeapp.ru",1
"#вакансия #москва #офис #fulltime 

Компания: MillionAgents
Город: Москва (м. Новослободская)
ЗП: от 90.000 до 120.000 руб. на руки.

Всем привет! 👋
 
Мы IT-компания. Создаем софт для проведения маркетинговых исследований по всей стране. Сами для себя заказчики и исполнители, ни от кого не зависим. Варимся в трендовых технологиях: mashine learning, data science, big data. В команде - 30 человек, никакой бюрократии, гибкий график, комфортный офис, спортзал, оформление по ТК РФ.
 
Сейчас мы в поиске HR Generalist (IT). У вас в подчинении будет IT Recruiter и на двоих отдельный кабинет с большими окнами.
Основная задача - привлекать в нашу команду лучших из лучших специалистов, в основном, разработчиков и менеджеров. Вести полный цикл рекрутмента, онбординг, развитие персонала, КДП (если не умеете, но готовы погрузиться, оплатим обучение в этом направлении).
 
Опыт в подборе IT-персонала маст хэв. 
 
Для резюме и вопросов на связи:
Почта: i.duchenko@millionagents.com
Telegram: @it_recruiter_millionagents",0
"#Вакансия  #бизнес_аналитик #Terrasoft #бизнес #аналитик #Creatio #БА #бизнесаналитик #crm #bpm #bpmonline 

Бизнес аналитик в компанию TRACE IT

50-90к по результатам собеседования
🔹Должностные обязанности:
-Реализация проектов по внедрению CRM-системы Creatio (ex. bpm’online) в составе проектной команды;
-Интервью заказчиков для сбора функциональных требований;
-Анализ бизнес-процессов заказчика;
-Разработка проектной документации - концепции внедрения, функционально-технических требований, технического задания;
-Настройка системы стандартными средствами конфигуратора;
-Постановка задач разработчикам и своевременный контроль их выполнения;
-Проведение тренингов и консультации пользователей системы;
-Тестирование системы и устранение ошибок;
-Участие в развертывании системы в ИТ контуре заказчика;

🔹Требования:
-Опыт внедрения Creatio (ex. bpm'online);
-Опыт аналитической работы или опыт реализации проектов внедрения;
-Опыт обследования бизнес-процессов;
-Наличие дополнительных знаний в области IT (желательно техническое образование);
-Умение анализировать и описывать бизнес-процессы компании;
-Опыт Внедрения ERP систем, 1С, систем документооборота (СЭД);
-Опыт работы с Terrasoft, в качестве бизнес-аналитика или системного-аналитика
-Опыт работы с аналогичной CRM/ERP/BPM системой (Битрикс-24, Microsoft Dynamics, Elma BPM, 1С) в качестве бизнес-аналитика или системного-аналитика
 
🔹Условия:
 • Обучение работе с ведущими CRM-платформами, сдача аттестации и сертификации
 • Современный офис в 15 минутах ходьбы от станции метро Савеловская, Дмитровская
 • Трудоустройство по ТК РФ
 • Молодой дружный коллектив
 • Возможности карьерного роста в динамично развивающейся компании
 • + 3 дополнительных для к отпуску
🔹Контакты🔹 @nastya_morzhina",1
"#вакансия #datascience #nlp #классификация #регрессии #Краснодар #Самара #СанктПетербург #релокация #удалёнка 

Data Scientist в Мегафон :)
вилка сильно зависит от уровня кандидата, начиная от 100к+

Какие задачи предстоит решать:
40% - NPL:
- Анализ текстов в обращениях абонентов
- Анализ текстов в опросах абонентов, которые мы проводим
- Кластеризация обращений и откликов
- Поиск системности в обращениях
- Поиск редких интентов
25% - Классификации и регрессии:
- Модели, показывающие влияние показателей качества работы сети (Service quality indicators) на абонентское восприятие (NPS, CSI, отток и т.д.)
15% - запуск моделей в продакшн
15% - Взаимодействия с заказчиками, уточнение гипотез и пр.
5% - Обучение и административные вопросы

Требования:
• Образование высшее техническое в сфере телекоммуникаций, математики или информационных технологий.
• Прохождение профильных курсов по анализу данных (ШАД, coursera, Geekbrains, и т.д.)
• Опыт работы в области анализа данных 1-3 лет
• Опыт работы в распределенных командах
• Опыт решения data science и NLP задач
• Участие в задачах на kaggle, mlbootcamp и пр.
• Знание и опыт применения алгоритмов машинного обучения: регрессии, классификации, кластеризация
• Знание методов оценки качества построения моделей Big Data
• Знание основного инструментария стэка Python для анализа данных (Pandas, Numpy, Scikit-learn и т.д.) или аналогов на других языках (R, Java, Scala, Go)
• Знание библиотек, связанных с анализом текстов (Gensim, Bigartm, NLTK и т.д.)
• Опыт работы со spark, hive, Hadoop (опционально)
• Знание SQL
• Опыт работы с bi платформами, типа tableu, sap bi, Oracle bi
• Опыт работы с Таск-трекерами и Баг-трекерами (Jira, Trello, Wrike, HP PPM и пр.)
• Знание основ методологий Agile, Scrum, Kanban
• Умение самостоятельно принимать решения, коммуникабельность, инициативность, хорошо развитые аналитические и стратегические способности
• Знание технического английского языка.

Мы предлагаем
- Полное соблюдение ТК РФ
- Белая зарплата на карту два раза в месяц
- ДМС для вас и родственников
- Страхование жизни и здоровья в России и за рубежом
- Оплата сотовой связи — но только если у вас МегаФон :)
- Скидки на фитнес, туры, шопинг и другие предложения от партнеров
- Митапы, тренинги, мастер-классы и конференции от топовых экспертов
- Корпоративные спортивные команды (футбол, волейбол, баскетбол и так далее)

Присылайте CV @musit",1
"Consultant в Roland Berger

teletype.in/@dreamjob/3VoIEaHVF

Отзывы о компании Roland Berger, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_berger",0
"Middle/Senior JavaScript Developer в Epam

teletype.in/@dreamjob/VQebmhICT

Отзывы о компании Epam, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_epam",1
"#программист-консультант 1С #1С:УТ #1C:УНФ 
Ищем руководителя в команду для работы с проектами на среднем рынке. Нужны практические знания и опыт в УТ, УФН, КА, Бух, ЗУП. Готовность вести за собой команду и быть играющим тренером. 

1.  Руководитель группы стандартного внедрения
2.  Москва (офис Ленинский проспект)
3.  От 100 000 - 120 000 плюс процент от проектов 
3.1  Франчайзи 1С
4.  Требования:
•  Опыт руководства подразделением до 10 человек не менее года;
•  Участие в реализации проектов на платформе «1С:Предприятие 8»;
•  Знание функционала и умение эффективно работать с конфигурациями 1С (УТ, УНФ, КА и др.);
•  Знание оперативного учета в торговых компаниях;
•  Желательно наличие сертификатов «1С:Специалист» и «1С:Профессионал»;
•  Приветствуется опыт в бухгалтерском и налоговом учете;

5.  Чем предстоит заниматься:
•  Руководство и участие в реализации проектов по автоматизации оперативного учета клиентов с помощью программных продуктов 1С:УТ, 1С:Розница, 1С:УНФ, 1С:КА;
•  Руководство и участие в после проектном сопровождении клиента
•  Первичная обработка заявок от отдела продаж, переговоры с клиентами, оценка, составление КП;
•  Разработка проектной и технической документации;
•  Написание ТЗ и постановка задач программистам;
•  Контроль исполнения поставленных задач;
•  Управление, развитие, координация и контроль работ подразделения, до 10 человек;

6.  Контакты – ogurina@rg-spc.ru
7.  Телеграмм - @OGurina",1
"Technical Lead (Node.js, React.js, PostgreSQL, MySQL, MongoDB)
в Evercodelab — компания, которая помогает бизнесам и стартапам создавать и масштабировать программные продукты.
Санкт-Петербург или удалённая работа.
Описание вакансии.
Откликаться на GeekJob.ru",1
"#вакансия #fulltime #php #удаленка #Новосибирск, #Екатеринбург, #Кемерово

Middle PHP разработчик

Компания: Робофинанс 
Город: Новосибирск, Кемерово, Екатеринбург
🏙Формат работы: офис в Новосибирске, Кемерово, Екатеринбурге или удаленка (удаленным сотрудникам готовность работать с 11:00 по нск)
Занятость: полная
✉️Контакт: @dashahr

Привет! Мы международная ИТ компания «Робофинанс», которая активно разрабатывает и продвигает финтех проекты в более 10 странах Европы и Азии. Специализируемся на внутренней ИТ разработке и бизнес развитии нескольких продуктов:
- сервисы краткосрочного онлайн кредитования физ лиц
- инвест площадка
- мобильный банк
✅Наши ожидания от кандидата:

Продвинутый уровень PHP, MySQL, PostgreSQL, plsql;
Знание и применение на практике паттернов программирования;
Опыт работы с PHP-фреймворками, понимание принципов их работы;
Опыт построения архитектуры приложения;
Уверенный пользователь *nix-систем;
Знание английского языка на уровне чтения технической документации. Уверенное знание английского языка будет преимуществом;
Более 2 лет работы по специальности.
✅Пара слов о том, как мы работаем:

Используем современный стек технологий;
PHP7, PostgreSQL 9.6, RabbitMQ, Elastic Search, Log Stash, Kibana, Phantomjs, WebRTC, Gatling, Yandex.Tank, GitLab CI, Jenkins;
Даем возможность разрабатывать и внедрять собственные фичи;
Помогаем совершенствовать разговорный английский.
✅Что мы предлагаем:

Опыт работы в международной IT-компании;
Официальное трудоустройство в соответствии с ТК РФ, “белая” заработная плата от 100000 до 140000+, квартальные  бонусы до 50% от оклада;
Рост дохода по результатам работы;
Корпоративные занятия английским языком и возможность использовать язык в работе (наши коллеги в других странах говорят на английском);
Возможность посещать профильные внешние конференции, а также внутренние мероприятия по обмену опытом;
Рабочее место г. Новосибирск, Екатеринбург, Кемерово либо удалённо. Для кандидатов с переездом предлагаем релокационный пакет.",1
"#python #москва

200-400 тыс 

Компания строит международный бизнес на рынке IoT и AI для промышленных предприятий. Структура Цифры включает в себя:

бизнес-юниты с опытом от 10 лет автоматизации и IoT в отраслях горной добычи, нефтедобычи, нефтепереработки, металлообработки;
AI лаборатория, создающая свои продукты для всех индустрий и разрабатывающая функционал для продуктов отраслевых БЮ с целью повышения привлекательности этих продуктов.
В AI лабе существует группа продуктов компьютерного зрения, где и открыта вакансия технического лидера разработчиков.

Наша команда разрабатывает на едином техническом стеке ряд продуктов:

BucketControl/Fragmentation - контроль целостности зубьев ковшей горнодобывающих экскаваторов, анализ содержимого ковшей;
CV Safety - промышленная безопасность (контроль соблюдения правил безопасности на производстве);
Fatigue - контроль усталости водителей тяжелой техники.
Кроме того, мы проверяем новые продуктовые гипотезы, а за большие деньги можем сделать и разовый проект.

Мы ищем человека, который будет отвечать перед руководителем группы за всю разработку.

Архитектуру решений.
Сколько и каких разработчиков необходимо для разработка фичей в нужные сроки; наоборот, в какие сроки получится разработать фичи текущим составом.
Распределение задач/продуктов между разработчиками.
Культура тестирования/QA, devops/cd, ревью, и т.п.
Scrum практики и их адекватное применение.
При этом мы ожидаем, что 60-70% будет направлено на непосредственную разработку одного из продуктов.

Решение формальных и организационных вопросов не входит в зону ответственности, для этого есть менеджеры.

В команде есть владельцы продуктов, менеджер по внедрению, 7 разработчиков / инженеров по компьютерному зрению. В ближайшее время хотелось бы добавить 4-5 человек к команде разработки.

Что интересного у нас происходит:

деплой как на x86 так и на ARM (NVIDIA Jetson)
обработка одновременно 200 видеопотоков
критичность производительности и потребления ресурсов для стоимости (привлекательности) продуктов
обслуживание систем без интернета и доступа квалифицированного персонала
автоматизация процессов обучения нейросетей
С точки зрения разработки мы ждём навыков на уровне старшего разработчика. Ниже список релевантных нам buzz-вордов:

python web stack (flask/django/etc, uwsgi/gunicorn/nginx/etc)
testing (pytest/etc), codestyle (flake8/etc), packaging
asyncio, parallelization
databases & ORM (sqlalchemy/etc)
big data (pyspark/kafka/etc)
cloud (aws, gcp, azure)
devops, ci/cd (docker, kubernetes, jenkins/teamcity/etc)
git/gitflow, codereview
linux/bash

@itrecruit",1
"IT Director
в G5 Entertainment — шведский издатель и разработчик мобильных игр.
Москва / Калининград.
Описание вакансии.",1
"Business Analyst Intern в McKinsey & Company

teletype.in/@dreamjob/9889rqkGX

Отзывы о компании McKinsey & Company, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_mckinsey",0
"CTO (JavaScript / C / C++ / Go)
в Телепорт -  самая эффективная из представленных на российском рынке peer-to-peer CDN.
Пермь, 150К. - 300К.
Описание вакансии http://amp.gs/e3ks
Контакты по ссылке.
#cto #cplusplus #javascript #js #go #вакансия",1
"#вакансия #работа #job #kotlin #android #middle #senior #remote 
Компания: ЮрентБайк
Вакансия: Android Developer
Занятость: #fulltime 
Формат: #remote  
Локация: #Москва или удаленка
Зарплатная вилка: 140000-210000 nett

Крупнейший шеринг электросамокатов в России в поисках middle/senior Android разработчика
Требования:
🔸Язык - kotlin;
🔸Многопоточность - rxjava (желательно знание kotlin Coroutines);
🔸Di - kodein;
🔸Архитектура - MVP;
🔸Знание вебсокетов (сейчас используем Scarlett);
🔸Retrofit;
🔸Git;
🔸MotionLayout и знание основных компонентов для анимации;
🔸Google Maps Api;
🔸Понимание Service;
🔸Умение писать понятный и декомпозированный код;
🔸Знание SOLID.

Условия:
🔸График 5/2 с 10 до 19 часов.
🔸Формат работы – удаленно или в офисе (Москва).
🔸Официальное трудоустройство, отпуска и больничные оформляются в соответствии с ТК РФ.

📬Контакты: @it_hr_Ann",1
"Chief Accountant в AliExpress Россия (Москва)

The team of AliExpress Russia is looking for a new Chief Accountant who will be responsible for managing the work of department and formation accounting procedures.

Your attention will mostly be focused on organization of accounting, timely delivery of accounting, tax and statistical reporting in compliance with the legislation.

3+ years experience as Chief Accountant in global IT/E-Com companies is preferred. 

Подробнее по ссылке

#ecommerce #top #москва #AliExpress",0
"Ruby Developer
в Интерфакс — крупнейшая медийная группа на территории СНГ.
Москва.
В проект X-Compliance — сервис, позволяющий проводить комплексную проверку клиентов.
Описание вакансии http://amp.gs/97oL
#ruby #developer #вакансия #москва",1
"Менеджер по развитию брендов в Coca-Cola HBC

teletype.in/@dreamjob/BZovw7rMU

Отзывы о компании Coca-Cola HBC , этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_cola_hbc",0
"Junior product manager найдись!)
В стартап, агрегатор перевозок инертных материалов, требуется junior product manager. Желательно выходец из проджектов. Удалёнка. Полный день. 60k на руки. За подробностями пишите в личку. Резюме туда же. Репосты приветствуются.",1
"·10·

Рекрутер направления «Программирование»

«Нетология» — крупнейшая в СНГ образовательная платформа digital-профессий. Мы строим новое образование России и верим, что за онлайн-обучением будущее. Журнал РБК причислил нас к ТОП-20 компаний, строящих новую экономику России.

Детали: geekjob.ru/hRww

Тестовое задание: docs.google.com/document/d/1NmuBzwucr_ZPl2YmWMzG5RXsJ0VZb-c1BWm3GT3tBpI/edit. 

Контакт для тестового: e.kulikova@netology.ru",0
"1.Руководитель проекта по внедрению 1С:Документооборота
2. Москва
3. Оклад до 240 000 ₽ net 
4  Инхаус, компания ""Мечел"" (www.mechel.ru); 
5. Опыт управления проектами на платформе 1С:Документооборот.
6. Управление проектной командой (аналитики, программисты);Постановка задач,контроль исполнения,управление сроками, бюджетом проекта,взаимодействие с внутренними Заказчиками,
7. В Команду цифровой трансформации  ""Мечел"" ищем человека который сможет возглавить масштабный проект (22 000 пользователей) по внедрению 1С:Документооборота на предприятиях группы компаний. 
8. ник в тг: @X0rey
9. #работа #itjob #1СДокументооборот
10.Ссылка на вакансию: https://hh.ru/vacancy/38713426
11 Почта для связи: andrey.ionov@mechel.com",1
"• Junior/Mid Full-stack .NET Core/Python Software Engineer в Центория Софт, Минск, 400 — 1 000 USD",1
"#вакансия #senior #android #ios #mobile #удалёнка
Формат работы : удалённая
Вилка: 200-400 

👩Привет!
Меня зовут Алёна)

👣 Ищу  разработчика IOS/ Android, для работы над интересным проектом.

О компании:
В компании профессионалов Rarible (https://rarible.com/) несколько проектов, связанных с криптовалютой. Один из них - крупнейший в мире маркетплейс NFT (покупка и продажа цифровых предметов). Создали комьюнити гаверментс, возможность у пользователей голосовать за изменения.
Обороты компании порядка 12 млн $ за прошлый мес.

👨🏻💻 Чем будешь заниматься на рабочем месте: 
 • Разрабатывать мобильные приложения практически с нуля. 
🤓 Ты:
- Имеешь опыт создания сложных мобильных приложений с нуля или масштабирования существующих
- Высокий уровень независимости

🧁 Вкусное для тебя от компании:

📍 Лучшие условия на рынке труда
📍 Первые 50 сотрудников компании получат опцион
📍 Работа в перспективном международном стартапе
📍 Опытные и понимающие наставники
📍 Команда, которая заботится о продуктах и условиях труда
📍 Гибкое начало рабочего дня
📍 Полный рабочий день, оплачиваемый отпуск и официальная регистрация
Присоединяйтесь к нашей децентрализованной, мотивированной и полностью удаленной команде, создающей рынок будущего!)
Заинтересовало? 
Лови контакт:
@alzhukowa",1
"Старший менеджер по цифровому маркетингу в Ренессанс Кредит

teletype.in/@dreamjob/1ojNL07oIre",0
"#Киев #кандидат #full time Senior UI/UX Designer рассмотрит предложения, 8 лет опыта в веб дизайне, англ - intermediate. Очень приятная и толковая девочка попала под сокращение. Кому отдать такой бриллиант за спасибо? Пишите в личку:)",1
"#вакансия #работа  #удаленка #удаленнаяработа #JavaScript #senior #middle #москва

Компания: ТалантиКА
Должность: JavaScript developer
Вилка:  от 180 000-220 000₽
Формат работы: удаленка/офис
Город: Москва, м. Электрозаводская
Тип занятости: full time
Контакты: @skillsearch

Привет! Меня зовут Екатерина, и я в поисках middle/senior JavaScript developer

⭐️Приглашаем работать в одном из крутых проектов крупнейшего банка страны

💪Тебе предстоит заниматься проектированием web приложения:
• Разработка структуры проекта - DDD, MVC.
• Выбор оптимальных библиотек и компонентов для реализации проекта.
• Проектирования модуля управления состоянием приложения - выбор оптимальной библиотеки, структуры.

🤝Что ждут от успешного кандидата:
• ES8+
• Отличное знание React API
• Навык разработки functional и class компонентов.
• Навыки работы с Hook из React api, навык разработки custom hooks
• Опыт работы с Typescript - пересечение и объединение типов, decorators, mixins, functions overload, вспомогательные типы и т.д.
• Опыт работы с библиотеками управления состоянием приложения - Mobx, Redux.
Оптимизации работы web приложения
• Оптимизация рендеринга компонент в React. Понимание концепции reconciliation, memoization, lazy loading.
• Оптимизация загрузки статичного контента - кэширования, service workers, defer и async .

💼Что дают:
• ТК РФ;
• Индексация дохода по результатам работы на проектах (ежегодно), а также бонусы по итогам работы за год;
• ДМС (+ стоматология) после испытательного срока;
• Удаленка, либо офис (Москва, 7 минут пешком от м. Электрозаводская) при желании - релокация в Москву;
• При желании - возможность участия в проектах по разным направлениям работы компании (ротация);
• Корпоративные тимбилдинги, мероприятия, подарки и скидки для сотрудников от партнеров;
• Мощное современное железо

❓Хочешь попасть на собеседование или есть вопросы по вакансии?
📩Пиши в телеграмм-@skillsearch",1
"Team Lead Ruby / Ruby on Rails
в Ростелеком - Центры обработки данных - управляющая компания центра компетенций ПАО «Ростелеком» по направлениям развития сервисов и инфраструктуры ЦОД, импортонезависимых облачных платформ, услуг обмена трафиком и CDN.
Москва.
Описание вакансии http://amp.gs/Vqkv
#developer #ruby #rubyonrails #ror #вакансия #москва #teamlead",1
