data,label
"​​Найм и карьера в тестировании

Наш гость — Никита Макаров, Директор по качеству программного обеспечения Tinkoff, в команде тестирования ~ 500 человек.

Поговорили про особенности найма тестировщиков в финтех.
О том, как выстроить грейды в команде на 500 человек.
Как развивать профессиональные скиллы тестировщиков.
Обсудили, стоит ли брать джунов.
Что такое востребованный тестировщик и как им стать.

🎧 Где слушать: 
Apple Podcast, Google PodCast, CastBox, YouTube, SoundCloud, Яндекс.Музыка.",0
Край холакратия может зайти  но это вообще анриал,0
"Junior campaign manager / Младший email-маркетолог
в WIM.Agency — CRM-агентство омниканальной коммуникации
Удаленная работа.
От 40К.
Описание вакансии.
Откликаться на GeekJob.ru",Email-маркетолог
"SMM-менеджер в легендарную группу Кино (Удаленно)

Легендарная группа Кино ищет опытного SMM-менеджера, который будет вести соцсети проекта и вежливо общаться в них с подписчиками. 

Идеальным кандидатом на эту вакансию станет спокойный и самостоятельный человек, обладающий развитым чувством прекрасного.

Работа подразумевает частичную занятость с возможностью присутствовать на концертах и мероприятиях группы.

Подробнее по ссылке

#музыка #middle #удаленно #кино",0
"...Друзья, кто из IT рекрутеров готов выйти а ближайшее 2 недели в штат европейского международного банка ОТП?

Локация: Москва, м. Войковская
З/п: оклад 100-120 gross + ежегодный бонус
Функционал:  только it вакансии, 20-25 одновременно 

CV и вопросы присылайте мне на почту p.mamaeva@touchbank.com 😉

Разместите, пожалуйста 😊",IT-рекрутер
подробнее можно?,0
"Привет. Хотим провести бесплатный вебинар, на котором Николай Еленцев поделится своим опытом в поиске работы заграницей. Расскажет о том, как он нашел ту самую компанию и почему выбрал Кипр.

Николай - User Acquisition для free2play игр, в прошлом аналитик и немного гейм-дизайнер. Меньше 2 месяцев назад релоцировался на Кипр из Сибири.",0
"Консультант - Аналитик 1С
Москва
от 120 тысяч рублей -  оклад
Франчайзи 1С

Требования:
1. Опыт внедрения проектов с 0, начиная с анализа бизнес-процессов;
2. Опыт работы с 1C:УПП или УТ или ERP;
3. Опыт работы с нетиповыми разработками;

Чем нужно заниматься: 
• Разработка технических заданий, проектных решений и другой проектной документации; 
• Постановка задач разработчикам системы; 
• Тестирование разработанного функционала, выявление ошибок; 
• Документирование разработанного функционала; 
• Адаптация методической, пользовательской, проектной документации; 
• Поддержка пользователей на этапе внедрения системы, фиксация ошибок

Описание компании: 
Компания специализируется на автоматизации крупных филиальных и холдинговых структур. Внедряют информационные системы на платформе 1С:Предприятие по всей стране и ближнему зарубежью. 

Жду твоего отклика😊
@IlanitR",Консультант 1С
"Добрый день, меня зовут Юлия, я рекрутер.",0
"#Вакансия #Full_stack #PHP #Laravel_VueJS #удаленно #
$ 2500-5000 (net)
Проект: The company provides exclusive consulting services in the fields of boutique development, risk, and capital management in the UK.
— Good communication English skills
— PHP 7+
— Laravel (preferred) or Symfony Experience
— JavaScript & Modern versions of ES
— Vue.JS / Or any other SPA framework
— HTML
— CSS (SASS/LESS)
— Git
— MySQL
С удовольствием поделюсь подробностями с ЛС.",Full Stack разработчик
"• Junior Data Engineer (Python, Spark) в Quantori, Воронеж",Data Engineer
"🖥 🔥 Малышка с характером (2021) HD

Автор - ГрандКино",0
"Фото с последнего митапа про тренды Web&Mobile разработки: https://bit.ly/2Py7pWA 
Отмечайтесь на фото 🖖🏻 
Записи докладов: 
https://bit.ly/2XWqm8j",0
"#вакансия #fulltime #Москва #office #python #django #middle

✅Вакансия: Python (Django)developer (Middle)  
✅Город: Москва (м.Калужская, БЦ «Neo Geo»)
✅Занятость: полная 
✅Форма: офис (гибкий график)
✅ЗП: 100 000 - 150 000 net (готовы обсудить ваши ожидания)
✅Название компании: BR LAB 
✅Наш сайт: https://brl.ru/ 

📌О компании:
BR LAb - это холдинг, объединяющий, на данный момент, 8 действующих IT продуктов. Наши web-проекты о спорте и ставках на спорт лидеры рынка в России и СНГ. За последние 2 года мы выросли в 10 раз! Сейчас холдинг насчитывает более 250 сотрудников, 3 офиса - Москва, Краснодар и Ереван, а также в 2020 году мы выходим на американский рынок.
Наша команда R&D ищет Backend разработчика, который хочет решать интересные задачи и не боится развиваться.
R&D — команда, которая занимается перспективными разработками для нужд холдинга, в основном в сфере ИИ и NLP. Мы занимаемся генерацией текстов, анализом тональности, вопросно-ответными системами, голосовыми ассистентами и перспективными медиапроектами.
Наш стек: Python, Django, PostgreSQL, Celery, Git, Jira.

❗️Чем конкретно придется заниматься:
- Разработка backend (Python, Django) и REST API.
- Участвовать в разработке сервисов с применением машинного обучения.
- Заниматься оптимизацией и рефактрингом кода.
- Работать в команде и достигать результатов.
- Решать сложные и интересные задачи;

👍Что мы можем предложить:
- Интересную работу в спортивном проекте;
- Гибкое начала рабочего дня;
- Конкурентную заработную плату;
- Возможность расти и развиваться вместе с компанией;
- Дружную и молодую команду;
- Крутой дизайнерский офис с теннисным столом и удобным рабочим местом;
- Свежие фрукты каждый день и оплачиваемые обеды;
- Обучение, тренинги, митапы и прочие тимбилдинги;
- Участие в профильных конференциях;
- Возможность реализации собственных идей;
- Минимум бюрократии и должностной иерархии;
А еще у нас насыщенная корпоративная жизнь, где каждый найдет себе занятие по интересам (футбол, настольные игры, совместные просмотры спортивных мероприятий, фильмов)
Тебе у нас точно понравится :)
Все самое интересное из жизни команды  - ты можешь узнать из нашего корпоративного журнала BR MAG https://brl.ru/magazine/  

👉Что мы от тебя ждем:
- Опыт с Python и Django;
- Опыт работы с PostgreSQL;
- Желание писать красивый и поддерживаемый код;
- Знание паттернов разработки и принципов ООП.

✨Будет плюсом:
- Умение работать с Git;
- Опыт работы с DRF;
- Опыт написания тестов;
- Опыт разработки приложений с нуля;
- Опыт работы с большими данными;
- Интерес к машинному обучению.

✍️Контакты: g.e@brl.ru или @Kate_Guseva",Python-разработчик
ахаххаа,0
"#вакансия #java #spring #middle #senior #docker 
Компания: #Weigandt Consulting
Локация:  #Питер 
Формат: Офис/Удаленка
Занятость: Полная
З/п: 230 000 - 350 000 р
Контакты: @AnnKanan

Weigandt Consulting - немецкий ИТ-Консалтинг, который работает на европейском и азиатском рынках уже 18 лет.

Мы ищем в нашу команду коллегу на крутой банкинг проект.

Требования:
🔸 Опыт коммерческой разработки на Java от 2х лет;;
🔸 Знание и использование Java-Core и Spring;
🔸 Знание и опыт использования SpringBoot;
🔸 Умеете собирать проекты с Gradle;
🔸 Опыт работы с веб-сервисами SOAP, REST;
🔸 Знания JDBC;
🔸 Опыт работы с Oracle SQL и MySQL;
🔸 Опыт работы с AWS или Azure;
🔸 Знание английского не ниже B2.

Будет супер, если вы:
🔸 Знаете инструкции PL/SQL;
🔸 Знаете Concurrency;
🔸 Знаете CI/CD.

Задачи:
🔸 Разработка на Java на новых проектах;
🔸 Закрытие интеграционных задач, связанных с переходом монолитной системы на микросервисную архитектуру;
🔸 Разработка сценариев тестирования;
🔸 Разработка кода для тестирования;
🔸 Сопровождение кода, тестов и документации.
Что мы предлагаем:
🔸 Официальное оформление, белая заработная плата, дополнительные бонусы и премии
🔸 Гибкий график в комфортном офисе на Фонтанке в центре Петербурга, но можно работать и удаленно;
🔸 Возможность горизонтального и вертикального роста;
🔸 Возможность работы с новыми технологиями;
🔸 Профессиональная команда;
🔸 Регулярный performance review;
🔸 Интересный и долгосрочный проект;
🔸 Постоянная практика английского;
🔸 ДМС, обучение и спорт;
🔸 Хакатоны и митапы.",Java-разработчик
"Знакомьтесь, телеграм-бот g-mate: @g_jobbot
g-mate — это сервис персональных карьерных рекомендаций для IT-специалистов. 

Никаких длинных форм, отклик займёт пару минут: выберите стек, локацию и зарплатную вилку. Опытный рекрутер оформит резюме — просто пришлите на него ссылку, а после этого откликайтесь нажатием одной кнопки.

Подключайтесь к g-mate: это бесплатно (и всегда будет бесплатно). На регистрацию уйдёт меньше минуты: @g_jobbot",0
"Бизнес-аналитик в ВТБ

teletype.in/@dreamjob/n6XWvr9QH

Отзывы о ВТБ, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_VTB",Бизнес-аналитик
"#Yii2 #PHP  #msk
Pressfeed.ru - сервис для коммуникации между представителями прессы и ньюсмейкерами. Сервис автоматизирует ряд этапов в работе пиар-специалистов и медиа.

Обязанности:
- Участие в разработке нового функционала для сервиса pressfeed.ru;
- Доработка и оптимизация существующего функционала;
- Работа с API;

Требования:
- Опыт работы с  Yii2;
- Знание PHP / MySQL;
- Опыт работы с системами контроля версий над общим кодом;
- Чтение и рефакторинг чужого кода;
- Умение работать в команде;
- Аккуратность, ответственность за свою работу;

• Москва
• от 50K

Контакты:
почта -  a.chikhachev@pressfeed.ru",PHP-разработчик
"Транспортная компания ООО «Гарант-Логистика» ищет к себе на постоянную работу в штат Программиста 1С.

Задача для компании – автоматизация и переход действующего бизнеса в 1С Предприятие 8.3 Управление нашей фирмой.

РАБОТА В ОФИСЕ КОМПАНИИ.

Обязанности:

-Дорабатывать штатные конфигурации 1С под задачи бизнеса;

-Осуществлять модификации и обновления существующих документов, отчетов, обработок, типовых и нетиповых конфигураций 1С;

-Создавать собственные и дорабатывать существующие внешние обработки и расширения ( переносы данных, выгрузки, синхронизации с другими конфигурациями 1С) ;

-В дальнейшем обеспечивать программное сопровождение всех конфигураций 1С компании.

Требования к сотруднику:

-У Вас есть высшее техническое/математическое образование или экономическое с опытом работы программистом;

-У Вас есть опыт работы разработчиком на проектах внедрения 1С от 1 года на стороне исполнителя;

-Обязателен опыт работы с 1С:Предприятие 8.3 Управление нашей фирмой;

-У Вас есть опыт в крупной доработке одной или более основных типовых конфигураций 1С;

-Умение писать собственный код и разбираться в чужом;

-Участие в проектах внутренней автоматизации;

-Исполнительность, внимательность, стрессоустойчивость.

Условия:

Заработная плата от 70 0000 на испытательный, после обговаривается с руководителем;

График работы 5/2 с 09:00 - 18:00;

Официальное трудоустройство по ТК РФ;

Испытательный срок 3 месяца;

Офис в 10 минутах ходьбы от метро Фрунзенская;

Молодой дружный коллектив.

На hh.ru https://spb.hh.ru/vacancy/38081460

Контакты для связи:
Telegram: @ValeriyaPor
Mail: staff@garant-logistika.ru",1C-разработчик
"Доброго времени суток! Пишу здесь так как я в данный момент нахожусь в поиске фуллтайм работы на удаленной основе или же проекта долгосрочного.

О себе
Более 11 лет работаю как продакт дизайнер в области разработки продуктов. За годы работы я развивал свои навыки в смежных областях, которые помогают мне более тщательно и качественно выполнять свои прямые обязанности.

Области знаний
- Product management;
- Project planning;
- Agile - Scrum and Kanban;
- Business analysis;
- UX research;
- UI Design.

CV
http://bit.ly/cvsergeyt

Portfolio: 
http://bit.ly/psergeyt

Linkedin:  
https://www.linkedin.com/in/sergeytsygichko/",0
Офигенное чувство,0
"1C Программист
 г.Москва
Работа в офисе.
Производственная компания
Зарплата: 100-120 net 

Обязанности:
·Сопровождение и доработка конфигураций 1С:Бухгалтерия, 1С:УТП, 1С:ЗУП
·Написание отчетов, обработок
·Консультации и техническая поддержка пользователей
·Самостоятельная разработка технических заданий, инструкций и документации
·Администрирование информационных баз 1С

Требования:
·Высшее техническое образование
·Опыт разработки на 1С 8.х от 1,5- лет
·Знание методологии управленческого, бухгалтерского и налогового учета
·Ответственность, внимательность, коммуникабельность

Условия:
·Оформление по ТК РФ
·ДМС
·Оплата мобильной связи 
 
Офис находится на ст.м. Динамо

Контакты для связи: 
Telegram: @Eto_ya_privet
alikinkirill.4s@gmail.com",1C-разработчик
"Head of Backend (PHP, Java, MongoDB, Amazon AWS, Docker)
в FunCorp — международная компания, занимающаяся разработкой и инвестированием развлекательных сервисов.
От 300К, Москва.
Описание вакансии http://amp.gs/VaIf
#php #java #backend #teamlead #вакансия #москва",Backend-разработчик
"Например, у вышки вроде все ещё нет проектов мэйловских, хотя казалось бы - клевый фкн, семинаристы из Яндекса и все такое",0
"Всем привет! Я Лена, я из города Гродно Беларусь!
Ищу работу или подработку UX UI DESIGN. Не имею большого опыта, но очень хочу совершенствовать свои знания и навыки! 
Возможно начать со стажировки, буду рада любому опыту!
Работаю в Figma и Photoshop.",0
Зато красиво),0
"Журналистка в программу «Женщины сверху» на телеканал ДОЖДЬ (Москва)

Редакции программы о современной роли женщины в обществе нужна еще одна коллега, которая будет готовить репортажи на актуальные и злободневные темы.

Важны профессиональное любопытство и интерес к теме программы.

Подробнее по ссылке

#сми #москва #Женщинысверху #ДОЖДЬ",0
"Инженер-разработчик (C, Linux)
в Auriga — российско-американская компания, разработчик программного обеспечения на заказ для зарубежных и российских клиентов.
Москва, помощь с переездом.
Готовы рассматривать кандидатов уровня Junior.
Описание вакансии https://is.gd/a83iSd
#cpp #cplusplus #linux #junior #developer #вакансия #москва",С++ разработчик
"Senior/Middle Ruby Developer
в Рево —  сервис для совершения покупок с оплатой частями.
Москва.
50К за успешную рекомендацию.
Ищет Полина Смоленская, её пост http://amp.gs/4Dgs
#ruby #developer #senior #middle #вакансия #москва",Ruby-разработчик
"Я по-разному пробовал, потому что со всеми отдельные подходы лучше",0
У меня все самые добротные и дешёвые девелоперы с Украины),0
"#вакансия #разработчик #1С #офис #удаленно
Открыта вакансия РАЗРАБОТЧИК 1С (junior/middle)!🧑🏻‍💻
Работа УДАЛЕННО или из нашего ОФИСА в г.Пермь.
Гибкие условия труда, главное - результат!
З/п: 30 – 100 тыс. руб. (обсудим по итогам собеседования) 

🔵Что нужно делать:
🔹Разрабатывать новые модули и дорабатывать существующие на платформе 1С Предприятие для информационной системы TheMezEx
🔹Разрабатывать расширения для отраслевых и типовых конфигураций
🔹Разрабатывать решения для работы с внешними сервисами в среде 1С

🔵Основные требования:
🔹Четкое понимание применимости прикладных объектов в системе 1C
🔹Опыт работы с управляемыми формами
🔹Знание рекомендаций 1С к оформлению кода
🔹Умение вникать в детали, визуализировать процесс

Задавай вопросы в лс @Anastasiya_Lia
Отправляй резюме на почту kadrnt@mail.ru Звони 8-908-262-78-76 HR Анастасия",1C-разработчик
"Коллеги, добрый день!
Мы находимся в поисках ведущего и линейного программиста по блокам бух.учета (УХ, БП и БСП) в проекты разработки для нефтегазовой компании (крупные, долгосрочные работы). Только разработка, с пользователями работают консультанты. 
Фиксированный оклад (без kpi и «часов»)+соц.пакет, локация МСК. Нам важен ваш опыт реализации проектов БП и не типовых решений, а также желание развиваться.
Контакты: 5577@alp.ru, 89099428279 (WhatsApp)
Ссылка на открытые вакансию: hh.ru/vacancy/31338583",0
"Trade Marketing Intern в GlaxoSmithKline

teletype.in/@yojob/rJe6If3g8

Если вы текущий или бывший сотрудник компании GlaxoSmithKline, вы можете оставить отзыв о работодателе на сайте Dream Job (Your Career): bit.ly/dj__gsk",0
"#whois Всем привет!

Меня зовут Вадим Плотников, я работаю PO мобильного приложения в крупной финтех-компании в РФ. 

Для собственного проекта (МВП) ищу себе напарника, который сможет помочь перенести и немного доработать диз для мобилки до адаптива на сайт.

Коротко о проекте:

- платформа для поиска напарников для игр в настолки.

Коротко о том, что есть (с точки зрения дизайна): 

- скрупулезно проработанные макеты для мобильного 
   приложения / мобильной версии сайта

Кого я ищу:

- человека, который сможет доработать то, что есть, 
   чтобы это было применимо на десктопе.
   (по большей части - перерисовать)

Я буду рад любому отклику. Приветствуются молодые и начинающие специалисты, набирающиеся опыта. 
Задача не сложная, но очень интересная, с душой.

Вознаграждение:

- Опыт. Портфолио. Оплата по договоренности.
   Перспектива дальнейшего полноценного сотрудничества, в том числе - 
   по другим, уже успешным, проектам.

Жду всех в личку! @pvadim96",0
"#JAVA
#Казань #удаленка #удаленнаяработа
Компания: #admitad 
ЗП: от 70000 до 170000 net
Контакты: @daryatumanova

Чекскан (https://checkscan.ru/sections) - это приложение с миллионом пользователей, которое ежедневно объединяет сотни активных покупателей России, желающих получать кэшбэк и знать цены на продукты в разных магазинах, приобретать товары выгодно. В чекскане есть бесплатный сканер кассовых чеков с QR-кодами, а также приложение, позволяющее находить товары из кассовых чеков, которые продаются в магазинах недалеко и стоят дешевле. Также вы можете анализировать ваши расходы, узнавать, на какие категории продуктов, по каким дням и в каких магазинах вы тратите больше всего.
 
Работать ты будешь в команде разработки backend и основными задачами будут:
Разработка серверной логики;
Оптимизация сервера и БД под высокую нагрузку.

От тебя мы ждем:
Знание Java 8 (Core, Collections, Concurrency);
Опыт работы с серверами приложений Tomcat;
Опыт работы со Spring Framework, Spring MVC, Spring Security, Log4j/Slf4j;
Знание SQL;
Знание современных методологий разработки (Agile, Scrum, CI, Unit-тестирование).
Приветствуется знание Docker и опыт разработки коммерческих приложений от 2 лет.
 
Мы предлагаем:
Современный процесс разработки, используем git, GitLab CI\CD и др.;
ДМС после прохождения испытательного срока;
Белая зарплата и полное соблюдение ТК РФ;
В идеале будем рады увидеть коллегу в нашем офисе в Казани или же готовы работать выстраивать рабочий процесс удаленно :)",Java-разработчик
"#вакансия #php #lead #moscow #москва #office #fulltime

Lead PHP

Локация: Москва 
Формат работы: офис (м. Нахимовский проспект БЦ Лотос)
Занятость: полная, график гибкий
Зарплата: 300 000 р. на руки
Компания: я рекрутер компании Cerebro и ищу специалиста в штат Л’Этуаль

Привет)
Я ищу руководителя группы PHP с собственным опытом разработки на проектах (от 3 лет). Команда работает по скраму с 2-х недельными спринтами. 

Для нас важно: 
- опыт командной разработки с применением Git
- уверенные навыки управления командой разработки (back, front, full-stack)
- понимание особенностей и опыт работы с PHP фреймворками (Laravel, Symfony, др.)
- понимание принципов организации сервисной архитектуры
- опыт разработки собственных и работы со сторонними API (хорошее понимание принципов построения API, знаний спецификаций OpenAPI 3.0, Swagger)
- знакомство с Docker, Docker Swarm
- умение проектировать реляционные БД (MySQL, PostgreSQL)
- опыт работы с ElasticSearch, Redis, Memcached.

От нас: 
- официальное трудоустройство
- ДМС
- бонус по итогу года

📩Контакты: @eremio (сюда можно отправить резюме, задать вопросы)",PHP-разработчик
"Привет👋, @f_887
Спасибо что опубликовали ваш проект/сервис в нашей группе!
Мы ценим вас, поэтому мы создали бота,
который упростит вам поиск.
Нажмите на START, а мы опубликуем вашу вакансию во все наших соц сетях и каналах!",0
"Руководитель IT проектов
в Роспартнер — российская цифровая IT лаборатория, которая занимается разработкой, внедрением и сопровождением корпоративных информационных систем.
130К-160К.
Москва.
Описание вакансии https://is.gd/RidD4R
Откликаться на GeekJob.ru
#project #вакансия #москва",Project-менеджер
"Analytical Consultant (Large Customer Sales) в Google

teletype.in/@dreamjob/aTdEsl2gd

Отзывы о компании Google, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj__google",0
"#Backend Developer 
150 000 – 300 000 ₽/мес.
#Москва 

Наша компания занимается разработкой своих внутренних продуктов, на основе ML и Data Science. Ищем крепкого бекендера, желающий продолжать профессионально развиваться и получать новый опыт

Предстоящие задачи:
- Разработка микросервисов на Node.js
- Написание Unit-тестов
- Участие в проектировании архитектуры системы
- Общение с партнёрами по технической стороне интеграций

Подробнее",Backend-разработчик
"#вакансия #java #spring #developer #Москва #fulltime 

Вакансия: Java Developer (Spring) 
Город: Москва (м. Кутузовская)
Работодатель: Рекрутинговая компания ТуБи
Формат работы: удаленка/офис
Занятость: fulltime
Зарплатная вилка: 170.000 - 200.100 рублей на руки


Всем привет!😊 
Ищем Java Developer (Spring) в Московский офис компании - это один из лидеров российского розничного рынка, имеет собственный крупный интернет-магазин, общий оборот 69 млрд руб / год. 
Компания входит в ТОП-10 онлайн-ритейлеров России. 

Продукт: главный сайт компании, сайт Экспресс Меню, корпоративные сайты (портал, джоб-сайт).

Немного о компании: 
• Сейчас несколько десятков сайтов (как для клиентов, так и внутренних), мобильных приложений и 200 магазинов в Москве и Питере, которые дарят самое сервисное обслуживание :-)
• Стремимся к современной event-driven энтерпрайз-архитектуре c использованием OpenShift (Kubernetes), Kafka и других крутых штук.
• Компания развивает инновации: безкассовое обслуживание, рекомендации от искусственного интеллекта, доставка дронами и не только.
• Работаем над совместными проектами с Delivery Club, Gett, СберМаркет и многими другими.
• На данный момент в группе разработки Java - 6 человек + Team Lead.

Чем предстоит заниматься:
• Следить за качеством и проводить code-review;
• Написание и отладка кода;
• Выступать в качестве эксперта для бизнес-заказчиков;
• Соблюдать качество и сроки;
• Делиться своим опытом и знаниями, тем самым помогая команде развиваться;
• Взаимодействовать с командами аналитиков и тестировщиков;
• Работать по Scrum и планировать в API.

Для нас важно:
• Опыт разработки на Java не менее 3 лет;
• Опыт работы с фреймворком Spring от 1 года;
• Понимание шаблонов проектирования и умение их применять;
• Умения разбирать и собирать XML, JSON, REST, SOAP, работа с API.

Наш стек:
• SAP Hybris;
• Kafka;
• GitLab CI;
• SOLR;
• Ant, Maven;
• J2EE: Servlets, JSP, JMS;
• Spring framework: IoC container, Web MVC,
• Spring Security, Spring Integration, Spring WS;
• RestAPI;
• Jenkins / Git;
• Artifactory.

Будет большим плюсом, если работали:
• в e-Commerce проектах;
• с Agile методологией;
• с SAP Hybris.

Мы предлагаем:
• Полностью «белую» заработную плату, соблюдение ТК РФ;
• Заботу о здоровье: ДМС со стоматологией и анализами после прохождения испытательного срока;
• Внутреннюю сильную команду IT-разработки для реализации проектов: архитекторов, тестировщиков, аналитиков, программистов, devOps;
• Максимум самостоятельности в решении текущих задач, начиная от выбора инструментов, заканчивая организацией собственного рабочего времени;
• Гибкое начало рабочего дня, смешанный формат работы (по большей части это удаленка, но иногда необходимо приезжать в офис 3-4 раза в месяц. Тем не менее, если вам хочется всё время работать в офисе, то мы предлагаем и такой формат);
• Комфортный офис в шаговой доступности от метро Парк Победы/Кутузовская;
• Развитие и обучение: оплата внешних тренингов, семинаров;
• Участие в конференциях и хакатонах;
• Скидки на продукцию компании и от партнеров, предоставление платиновой бонусной карты;
• Развитие и обучение: оплата внешних тренингов, семинаров;
• Участие в конференциях и хакатонах;
• Корпоративный спорт (бег, йога, футбол, волейбол, хоккей);
• Адекватное руководство, с которым всегда можно договориться:)

Можно связаться со мной в @marnech_05 или по почте: m.nechepurenko@2b-company.ru 

Если у вас есть подходящие знакомые, рекомендации приветствуются)",Java-разработчик
"Русскоговорящая управляющая виллой в Швейцарию (Швейцария)

An interesting career opportunity for a Russian-speaking Head Housekeeper which will organize personnel and event services for a villa based in Switzerland.

This is a permanent position for a specialist with relevant experience in the hospitality business or with experience in managing private real estate.

The employer will consider candidates from any country and will provide the necessary assistance with the relocation.

Подробнее по ссылке

#Швейцария",0
"Backend-разработчик (Node.js) - TeamLead 

#vacancy #вакансия #backend #nodejs #kazan #fulltime #remote

Название компании: Агенство SayHire.agency ищет крутых Backend-разработчиков в команду нашего партнёра - МOJAM - https://mojam.co

Формат работы: удаленка, либо частичная удаленка/офис (по желанию)
Занятость: полная 
Зарплатная вилка: 4000 - 5500 $
Город: Казань
Контакты: Телеграм @DanaIlina, номер/ WhatsApp +77011693649 Дана.

Всем привет!

Мы - кадровое агентство SayHire.agency. Мы ищем крутых IT специалистов для компаний со всего мира! Сейчас мы в поиске талантливых Node.js разработчиков и тимлидов для компании MOJAM - https://mojam.co/.

MOJAM - продуктовая компания, которая разрабатывает сервисы для геймеров со всего мира. Каждый день их продуктами пользуются десятки тысяч людей. В этом году они хотят сильно вырасти, поэтому ищут крутых специалистов в свою команду!

Если коротко, основные проекты:

https://justcase.net/
https://skin.club/

Смежные проекты:

https://lis-skins.ru/
http://skinsback.com/

Must Have:

 ⁃ От 4+ лет опыта на Node.js;
 ⁃ Опыт коммерческой разработки бэка на Node.js;
 ⁃ Сильные знания ES5/6;
 ⁃ Опыт с Redis/MySQL;
 ⁃ Опыт с WebSockets/Socket.io;
 ⁃ Понимание Agile/KanBan;
 ⁃ Опыт работы с TypeScript;
 ⁃ Опыт работы с Docker;
 ⁃ Соблюдения стандартов написания кода и постоянство в архитектурных подходах;
 ⁃ Умение работать с неполной информацией/документацией;
 ⁃ Тестирование своего кода;
 ⁃ 1+ лет опыта в позиции ТимЛида;
 ⁃ Проактивность и умение организовывать процесс разработки.

Мы предлагаем:

• Работу в молодой компании с большими амбициями;
• Гибкий график работы;
• Минимум бюрократии;
• Достойную и своевременную оплату труда;
• Комфортное и полностью укомплектованное рабочее место (макбук, сервисы, софт);
• Содействие в обучении (курсы, тренинги);
• Дружный коллектив и адекватный менеджмент.

О проекте:

В 2015-м MOJAM запустили свой внутренний проект — СНГ-ориентированный старт-ап на тему игры CS:GO. С того времени он входит в ТОП-3 самых крупных и успешных проектов на этом рынке в СНГ.
В 2019-м запустили аналог данного проекта на мировой рынок, уже превзошли успехи первого и вошли в ТОП-5 проектов на рынке. План на следующий год стать лидерами на международном рынке в данном направлении, именно поэтому мы и собираем команду топовых профессионалов. Мы хотим продолжать выпускать новые фичи и строить удобную платформу для разработчиков и юзеров. 

Если говорить о проекте в цифрах:
— Пользователей на текущий момент: 4M+
— Прирост пользователей в день: +6,300
— Посещений за последний месяц: 2M+
— Средний онлайн на сайтах в течение дня: 1,100+ человек

Если Вы заинтересованны, то присылайте резюме в телеграм @DanaIlina, на почту dana@sayhire.agency или в WhatsApp по номеру +77011693649.",Backend-разработчик
